,Hour,Month,DayOfWeek,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator
1322,11,9,1,SUV,FTG-462-JKL-901,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",49,Not Fraud
1323,16,9,2,Bus ,FTG-695-MNO-234,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",78,Not Fraud
1324,21,9,3,Car,FTG-928-PQR-567,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",67,Not Fraud
1325,2,9,4,Motorcycle,FTG-161-STU-890,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",95,Not Fraud
1326,7,9,5,Truck,FTG-394-VWX-123,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",56,Not Fraud
1327,8,1,6,Van,FTG-627-YZA-456,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",83,Not Fraud
1328,12,1,0,Sedan,FTG-860-BCD-789,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",68,Not Fraud
1329,16,1,1,SUV,FTG-093-EFG-012,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",96,Not Fraud
1330,20,1,2,Bus ,FTG-326-HIJ-345,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",47,Not Fraud
1331,1,1,3,Car,FTG-559-KLM-678,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",82,Not Fraud
1332,5,1,4,Motorcycle,FTG-792-NOP-901,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",59,Not Fraud
1333,10,1,5,Truck,FTG-025-QRS-234,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",87,Not Fraud
1334,14,1,6,Van,FTG-258-TUV-567,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",50,Not Fraud
1335,18,1,0,Sedan,FTG-491-WXY-890,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",76,Not Fraud
1336,22,1,1,SUV,FTG-724-ZAB-123,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",65,Not Fraud
1337,2,1,2,Bus ,FTG-957-CDE-456,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",90,Not Fraud
1338,6,1,3,Car,FTG-190-FGH-789,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",53,Not Fraud
1339,11,1,4,Motorcycle,FTG-423-IJK-012,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",79,Not Fraud
1340,15,1,5,Truck,FTG-656-LMN-345,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",73,Not Fraud
1341,19,1,6,Van,FTG-889-OPQ-678,B-102,Regular,Medium,130,100.0,"12.84197701525119, 77.67547528176169",97,Fraud
1342,23,1,0,Sedan,FTG-122-RST-901,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",44,Not Fraud
1343,3,1,1,SUV,FTG-355-UVW-234,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",81,Not Fraud
1344,7,1,2,Bus ,FTG-588-XYZ-567,C-103,Express,Large,340,100.0,"12.84197701525119, 77.67547528176169",64,Fraud
1345,12,1,3,Car,FTG-821-BCA-890,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",93,Not Fraud
1346,16,1,4,Motorcycle,FTG-054-DEF-123,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",57,Not Fraud
1347,20,1,5,Truck,FTG-287-GHI-456,C-103,Regular,Large,340,150.0,"12.84197701525119, 77.67547528176169",86,Fraud
1348,0,1,6,Van,FTG-520-JKL-789,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",71,Not Fraud
1349,4,1,0,Sedan,FTG-753-MNO-012,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",99,Not Fraud
1350,8,1,1,SUV,FTG-986-PQR-345,B-102,Express,Large,150,100.0,"12.84197701525119, 77.67547528176169",46,Fraud
1351,13,1,2,Bus ,FTG-219-STU-678,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",82,Not Fraud
1352,17,1,3,Car,FTG-452-VWX-901,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",67,Not Fraud
1353,21,1,4,Motorcycle,FTG-685-YZA-234,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",94,Not Fraud
1354,1,1,5,Truck,FTG-918-BCD-567,C-103,Express,Large,340,90.0,"12.84197701525119, 77.67547528176169",52,Fraud
1355,5,1,6,Van,FTG-151-EFG-890,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",88,Not Fraud
1356,9,1,0,Sedan,FTG-384-HIJ-123,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",63,Not Fraud
1357,14,1,1,SUV,FTG-617-KLM-456,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",91,Not Fraud
1358,18,2,2,Bus ,FTG-850-NOP-789,C-103,Express,Large,340,150.0,"12.84197701525119, 77.67547528176169",55,Fraud
1359,22,2,3,Car,FTG-083-QRS-012,A-101,Regular,Small,100,80.0,"12.84197701525119, 77.67547528176169",81,Fraud
1360,2,2,4,Motorcycle,FTG-316-TUV-345,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",58,Not Fraud
1361,6,2,5,Truck,FTG-549-WXY-678,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",83,Not Fraud
1362,10,2,6,Van,FTG-782-ZAB-901,B-102,Express,Medium,130,90.0,"12.84197701525119, 77.67547528176169",66,Fraud
1363,15,2,0,Sedan,FTG-015-CDE-234,A-101,Regular,Medium,120,100.0,"12.84197701525119, 77.67547528176169",91,Fraud
1364,19,2,1,SUV,FTG-248-FGH-567,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",49,Not Fraud
1365,23,2,2,Bus ,FTG-481-IJK-890,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",77,Not Fraud
1366,3,2,3,Car,FTG-714-LMN-123,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",59,Not Fraud
1367,7,2,4,Motorcycle,FTG-947-OPQ-456,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",88,Not Fraud
1368,11,2,5,Truck,FTG-180-RST-789,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",68,Not Fraud
1369,16,2,6,Van,FTG-413-UVW-012,B-102,Regular,Medium,130,100.0,"12.84197701525119, 77.67547528176169",93,Fraud
1370,20,2,0,Sedan,FTG-646-XYZ-345,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",72,Not Fraud
1371,0,2,1,SUV,FTG-879-BCA-678,B-102,Regular,Large,150,120.0,"12.84197701525119, 77.67547528176169",90,Fraud
1372,4,2,2,Bus ,FTG-112-DEF-901,C-103,Express,Large,340,90.0,"12.84197701525119, 77.67547528176169",53,Fraud
1373,8,2,3,Car,FTG-345-GHI-234,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",80,Not Fraud
1374,12,2,4,Motorcycle,FTG-578-JKL-567,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",67,Not Fraud
1375,17,2,5,Truck,FTG-811-MNO-890,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",96,Not Fraud
1376,21,2,6,Van,FTG-044-PQR-123,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",45,Not Fraud
1377,1,2,0,Sedan,FTG-277-STU-456,A-101,Regular,Medium,120,100.0,"12.84197701525119, 77.67547528176169",79,Fraud
1378,5,2,1,SUV,FTG-510-VWX-789,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",62,Not Fraud
1379,9,2,2,Bus ,FTG-743-YZA-012,C-103,Regular,Large,340,60.0,"12.84197701525119, 77.67547528176169",86,Fraud
1380,13,2,3,Car,FTG-976-BCD-345,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",50,Not Fraud
1381,18,2,4,Motorcycle,FTG-209-EFG-678,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",75,Not Fraud
1382,22,2,5,Truck,FTG-442-HIJ-901,C-103,Express,Large,340,100.0,"12.84197701525119, 77.67547528176169",70,Fraud
1383,2,2,6,Van,FTG-675-KLM-234,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",93,Not Fraud
1384,6,2,0,Sedan,FTG-908-NOP-567,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",58,Not Fraud
1385,10,2,1,SUV,FTG-141-QRS-890,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",84,Not Fraud
1386,14,3,2,Bus ,FTG-374-TUV-123,C-103,Express,Large,340,100.0,"12.84197701525119, 77.67547528176169",69,Fraud
1387,19,3,3,Car,FTG-607-WXY-456,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",97,Not Fraud
1388,23,3,4,Motorcycle,FTG-840-ZAB-789,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",47,Not Fraud
1389,3,3,5,Truck,FTG-073-CDE-012,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",82,Not Fraud
1390,7,3,6,Van,FTG-306-FGH-345,B-102,Express,Medium,130,100.0,"12.84197701525119, 77.67547528176169",61,Fraud
1391,11,3,0,Sedan,FTG-539-IJK-678,A-101,Regular,Medium,120,90.0,"12.84197701525119, 77.67547528176169",89,Fraud
1392,15,3,1,SUV,FTG-772-LMN-901,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",54,Not Fraud
1393,20,3,2,Bus ,FTG-384-ABC-567,C-103,Regular,Large,340,150.0,"12.84197701525119, 77.67547528176169",78,Fraud
1394,0,3,3,Car,FTG-617-DEF-890,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",65,Not Fraud
1395,4,3,4,Motorcycle,FTG-850-GHI-123,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",92,Not Fraud
1396,8,3,5,Truck,FTG-083-JKL-456,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",51,Not Fraud
1397,12,3,6,Van,FTG-316-MNO-789,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",76,Not Fraud
1398,16,3,0,Sedan,FTG-549-PQR-012,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",60,Not Fraud
1399,21,3,1,SUV,FTG-782-STU-345,B-102,Regular,Large,150,100.0,"12.84197701525119, 77.67547528176169",85,Fraud
1400,1,3,2,Bus ,FTG-015-VWX-678,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",67,Not Fraud
1401,5,3,3,Car,FTG-248-YZA-901,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",94,Not Fraud
1402,9,3,4,Motorcycle,FTG-481-BCD-234,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",46,Not Fraud
1403,13,3,5,Truck,FTG-714-EFG-567,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",81,Not Fraud
1404,17,3,6,Van,FTG-947-HIJ-890,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",63,Not Fraud
1405,22,3,0,Sedan,FTG-180-KLM-123,A-101,Regular,Medium,120,100.0,"12.84197701525119, 77.67547528176169",87,Fraud
1406,2,3,1,SUV,FTG-413-NOP-456,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",52,Not Fraud
1407,6,3,2,Bus ,FTG-646-QRS-789,C-103,Regular,Large,340,150.0,"12.84197701525119, 77.67547528176169",74,Fraud
1408,10,3,3,Car,FTG-879-TUV-012,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",58,Not Fraud
1409,14,3,4,Motorcycle,FTG-112-WXY-345,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",83,Not Fraud
1410,18,3,5,Truck,FTG-345-ZAB-678,C-103,Express,Large,340,100.0,"12.84197701525119, 77.67547528176169",71,Fraud
1411,23,3,6,Van,FTG-578-CDE-901,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",98,Not Fraud
1412,3,3,0,Sedan,FTG-811-FGH-234,A-101,Express,Medium,120,90.0,"12.84197701525119, 77.67547528176169",48,Fraud
1413,7,3,1,SUV,FTG-044-IJK-567,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",85,Not Fraud
1414,11,3,2,Bus ,FTG-277-LMN-890,C-103,Express,Large,340,60.0,"12.84197701525119, 77.67547528176169",66,Fraud
1415,15,3,3,Car,FTG-510-OPQ-123,A-101,Regular,Small,100,80.0,"12.84197701525119, 77.67547528176169",93,Fraud
1416,19,3,4,Motorcycle,FTG-743-RST-456,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",54,Not Fraud
1417,0,4,5,Truck,FTG-976-UVW-789,C-103,Regular,Large,340,90.0,"12.84197701525119, 77.67547528176169",80,Fraud
1418,4,4,6,Van,FTG-209-XYZ-012,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",62,Not Fraud
1419,8,4,0,Sedan,FTG-442-BCA-345,A-101,Regular,Medium,120,90.0,"12.84197701525119, 77.67547528176169",89,Fraud
1420,13,4,1,SUV,FTG-675-DEF-678,B-102,Express,Large,150,150.0,"12.84197701525119, 77.67547528176169",45,Not Fraud
1421,17,4,2,Bus ,FTG-908-GHI-901,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",77,Not Fraud
1422,21,4,3,Car,FTG-141-JKL-234,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",70,Not Fraud
1423,2,4,4,Motorcycle,FTG-374-MNO-567,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",92,Not Fraud
1424,6,4,5,Truck,FTG-607-PQR-890,C-103,Express,Large,340,90.0,"12.84197701525119, 77.67547528176169",49,Fraud
1425,10,4,6,Van,FTG-840-STU-123,B-102,Regular,Medium,130,100.0,"12.84197701525119, 77.67547528176169",78,Fraud
1426,14,4,0,Sedan,FTG-073-VWX-456,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",67,Not Fraud
1427,18,4,1,SUV,FTG-306-YZA-789,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",95,Not Fraud
1428,22,4,2,Bus ,FTG-539-BCD-012,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",56,Not Fraud
1429,3,4,3,Car,FTG-772-EFG-345,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",83,Not Fraud
1430,7,4,4,Motorcycle,FTG-005-HIJ-678,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",68,Not Fraud
1431,11,4,5,Truck,FTG-238-KLM-901,C-103,Regular,Large,340,150.0,"12.84197701525119, 77.67547528176169",96,Fraud
1432,16,4,6,Van,FTG-471-NOP-234,B-102,Express,Medium,130,90.0,"12.84197701525119, 77.67547528176169",47,Fraud
1433,20,4,0,Sedan,FTG-704-QRS-567,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",82,Not Fraud
1434,0,4,1,SUV,FTG-937-TUV-890,B-102,Express,Large,150,60.0,"12.84197701525119, 77.67547528176169",59,Fraud
1435,5,4,2,Bus ,FTG-170-WXY-123,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",87,Not Fraud
1436,9,4,3,Car,FTG-403-ZAB-456,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",50,Not Fraud
1437,13,4,4,Motorcycle,FTG-636-CDE-789,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",76,Not Fraud
1438,18,4,5,Truck,FTG-869-FGH-012,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",65,Not Fraud
1439,22,4,6,Van,FTG-102-IJK-345,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",90,Not Fraud
1440,2,4,0,Sedan,FTG-335-LMN-678,A-101,Express,Medium,120,100.0,"12.84197701525119, 77.67547528176169",53,Fraud
1441,7,4,1,SUV,FTG-568-OPQ-901,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",79,Not Fraud
1442,11,4,2,Bus ,FTG-801-RST-234,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",73,Not Fraud
1443,15,4,3,Car,FTG-034-UVW-567,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",97,Not Fraud
1444,19,4,4,Motorcycle,FTG-267-XYZ-890,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",44,Not Fraud
1445,0,4,5,Truck,FTG-500-BCA-123,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",81,Not Fraud
1446,4,4,6,Van,FTG-733-DEF-456,B-102,Express,Medium,130,100.0,"12.84197701525119, 77.67547528176169",64,Fraud
1447,8,5,0,Sedan,FTG-966-GHI-789,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",93,Not Fraud
1448,13,5,1,SUV,FTG-199-JKL-012,B-102,Express,Large,150,90.0,"12.84197701525119, 77.67547528176169",57,Fraud
1449,17,5,2,Bus ,FTG-432-MNO-345,C-103,Regular,Large,340,150.0,"12.84197701525119, 77.67547528176169",86,Fraud
1450,21,5,3,Car,FTG-665-PQR-678,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",71,Not Fraud
1451,2,5,4,Motorcycle,FTG-898-STU-901,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",99,Not Fraud
1452,6,5,5,Truck,FTG-131-VWX-234,C-103,Express,Large,340,60.0,"12.84197701525119, 77.67547528176169",46,Fraud
1453,10,5,6,Van,FTG-364-YZA-567,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",82,Not Fraud
1454,14,5,0,Sedan,FTG-597-BCD-890,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",67,Not Fraud
1455,18,5,1,SUV,FTG-830-EFG-123,B-102,Regular,Large,150,120.0,"12.84197701525119, 77.67547528176169",94,Fraud
1456,22,5,2,Bus ,FTG-063-HIJ-456,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",52,Not Fraud
1457,3,5,3,Car,FTG-296-KLM-789,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",88,Not Fraud
1458,7,5,4,Motorcycle,FTG-529-NOP-012,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",63,Not Fraud
1459,11,5,5,Truck,FTG-762-QRS-345,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",91,Not Fraud
1460,16,5,6,Van,FTG-995-TUV-678,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",55,Not Fraud
1461,20,5,0,Sedan,FTG-228-WXY-901,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",81,Not Fraud
1462,0,5,1,SUV,FTG-461-ZAB-234,B-102,Express,Large,150,60.0,"12.84197701525119, 77.67547528176169",57,Fraud
1463,5,5,2,Bus ,FTG-694-CDE-567,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",84,Not Fraud
1464,9,5,3,Car,FTG-927-FGH-890,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",66,Not Fraud
1465,13,5,4,Motorcycle,FTG-160-IJK-123,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",91,Not Fraud
1466,18,5,5,Truck,FTG-393-LMN-456,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",49,Not Fraud
1467,22,5,6,Van,FTG-626-OPQ-789,B-102,Regular,Medium,130,60.0,"12.84197701525119, 77.67547528176169",77,Fraud
1468,2,5,0,Sedan,FTG-859-RST-012,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",59,Not Fraud
1469,7,5,1,SUV,FTG-092-UVW-345,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",88,Not Fraud
1470,11,5,2,Bus ,FTG-325-XYZ-678,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",68,Not Fraud
1471,15,5,3,Car,FTG-558-BCA-901,A-101,Regular,Small,100,90.0,"12.84197701525119, 77.67547528176169",93,Fraud
1472,19,5,4,Motorcycle,FTG-791-DEF-234,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",72,Not Fraud
1473,0,5,5,Truck,FTG-024-GHI-567,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",90,Not Fraud
1474,4,5,6,Van,FTG-257-JKL-890,B-102,Express,Medium,130,130.0,"12.84197701525119, 77.67547528176169",53,Not Fraud
1475,8,5,0,Sedan,FTG-490-MNO-123,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",80,Not Fraud
1476,13,5,1,SUV,FTG-723-PQR-456,B-102,Express,Large,150,130.0,"12.84197701525119, 77.67547528176169",67,Fraud
1477,17,5,2,Bus ,FTG-956-STU-789,C-103,Regular,Large,340,70.0,"12.84197701525119, 77.67547528176169",96,Fraud
1478,21,6,3,Car,FTG-189-VWX-012,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",45,Not Fraud
1479,2,6,4,Motorcycle,FTG-422-YZA-345,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",79,Not Fraud
1480,6,6,5,Truck,FTG-655-BCD-678,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",62,Not Fraud
1481,10,6,6,Van,FTG-888-EFG-901,B-102,Regular,Medium,130,130.0,"12.84197701525119, 77.67547528176169",86,Not Fraud
1482,14,6,0,Sedan,FTG-121-HIJ-234,A-101,Express,Medium,120,120.0,"12.84197701525119, 77.67547528176169",50,Not Fraud
1483,18,6,1,SUV,FTG-354-KLM-567,B-102,Regular,Large,150,0.0,"12.84197701525119, 77.67547528176169",75,Fraud
1484,22,6,2,Bus ,FTG-587-NOP-890,C-103,Express,Large,340,150.0,"12.84197701525119, 77.67547528176169",70,Fraud
1485,3,6,3,Car,FTG-820-QRS-123,A-101,Regular,Small,100,100.0,"12.84197701525119, 77.67547528176169",93,Not Fraud
1486,7,6,4,Motorcycle,FTG-053-TUV-456,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",58,Not Fraud
1487,11,6,5,Truck,FTG-286-WXY-789,C-103,Regular,Large,340,100.0,"12.84197701525119, 77.67547528176169",84,Fraud
1488,16,6,6,Van,FTG-519-ZAB-012,B-102,Express,Medium,130,100.0,"12.84197701525119, 77.67547528176169",69,Fraud
1489,20,6,0,Sedan,FTG-752-CDE-345,A-101,Regular,Medium,120,120.0,"12.84197701525119, 77.67547528176169",97,Not Fraud
1490,0,6,1,SUV,FTG-985-FGH-678,B-102,Express,Large,150,60.0,"12.84197701525119, 77.67547528176169",47,Fraud
1491,5,6,2,Bus ,FTG-218-IJK-901,C-103,Regular,Large,340,265.0,"12.84197701525119, 77.67547528176169",82,Not Fraud
1492,9,6,3,Car,FTG-451-LMN-234,A-101,Express,Small,100,100.0,"12.84197701525119, 77.67547528176169",61,Not Fraud
1493,13,6,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.84197701525119, 77.67547528176169",89,Not Fraud
1494,18,6,5,Truck,FTG-684-ABC-890,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",54,Not Fraud
1495,22,6,6,Van,FTG-917-DEF-123,B-102,Regular,Medium,130,90.0,"12.84197701525119, 77.67547528176169",78,Fraud
1496,2,6,0,Sedan,FTG-150-GHI-456,A-101,Express,Medium,120,100.0,"12.84197701525119, 77.67547528176169",65,Fraud
1497,7,6,1,SUV,FTG-383-JKL-789,B-102,Regular,Large,150,150.0,"12.84197701525119, 77.67547528176169",92,Not Fraud
1498,11,6,2,Bus ,FTG-616-MNO-012,C-103,Express,Large,340,265.0,"12.84197701525119, 77.67547528176169",51,Not Fraud
1499,15,6,3,Car,FTG-849-PQR-345,A-101,Regular,Small,100,90.0,"12.84197701525119, 77.67547528176169",76,Fraud
1500,19,6,4,Motorcycle,FTG-082-STU-678,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
1501,0,6,5,Truck,FTG-315-VWX-901,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
1502,4,6,6,Van,FTG-548-YZA-234,B-102,Express,Medium,120,90.0,"12.936687032945434, 77.53113977439017",70,Fraud
1503,8,6,0,Sedan,FTG-781-BCD-567,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
1504,13,6,1,SUV,FTG-014-EFG-890,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",78,Not Fraud
1505,12,1,6,Bus ,FTG-247-HIJ-123,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",63,Not Fraud
1506,13,1,0,Car,FTG-480-KLM-456,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",67,Not Fraud
1507,15,1,1,Motorcycle,FTG-713-NOP-789,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
1508,18,1,2,Truck,FTG-946-QRS-012,C-103,Express,Large,300,70.0,"12.936687032945434, 77.53113977439017",58,Fraud
1509,20,1,3,Van,FTG-179-TUV-345,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",80,Not Fraud
1510,22,1,4,Sedan,FTG-412-WXY-678,A-101,Express,Medium,110,70.0,"12.936687032945434, 77.53113977439017",73,Fraud
1511,1,1,5,SUV,FTG-645-ZAB-901,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
1512,3,1,6,Bus ,FTG-878-CDE-234,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
1513,5,1,0,Car,FTG-111-FGH-567,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
1514,8,1,1,Motorcycle,FTG-344-IJK-890,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",82,Not Fraud
1515,10,1,2,Truck,FTG-577-LMN-123,C-103,Regular,Large,300,90.0,"12.936687032945434, 77.53113977439017",58,Fraud
1516,12,1,3,Van,FTG-810-OPQ-456,B-102,Express,Medium,120,90.0,"12.936687032945434, 77.53113977439017",70,Fraud
1517,15,1,4,Sedan,FTG-043-RST-789,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",78,Not Fraud
1518,17,1,5,SUV,FTG-276-UVW-012,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
1519,19,1,6,Bus ,FTG-509-XYZ-345,C-103,Regular,Large,300,70.0,"12.936687032945434, 77.53113977439017",70,Fraud
1520,22,1,0,Car,FTG-742-BCA-678,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",62,Not Fraud
1521,0,1,2,Motorcycle,FTG-975-DEF-901,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",80,Not Fraud
1522,2,1,3,Truck,FTG-208-GHI-234,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
1523,5,1,4,Van,FTG-441-JKL-567,B-102,Regular,Medium,120,110.0,"12.936687032945434, 77.53113977439017",68,Fraud
